,danceability,duration_ms,energy,loudness,mode,target,tempo,valence
233,0.862,334414,0.488,-7.914,1,1,92.965,0.57
234,0.919,296587,0.677,-8.642000000000001,1,1,131.05,0.875
235,0.779,246960,0.64,-8.415,1,1,99.01899999999999,0.498
236,0.845,187840,0.768,-5.4479999999999995,1,1,100.0,0.96
237,0.6559999999999999,256733,0.578,-8.97,0,1,94.514,0.556
238,0.8029999999999999,192213,0.45399999999999996,-4.802,0,1,99.99,0.7390000000000001
239,0.92,241400,0.48700000000000004,-5.577999999999999,0,1,92.836,0.8059999999999999
240,0.7929999999999999,173053,0.708,-5.85,0,1,160.02,0.757
241,0.797,207587,0.586,-6.98,0,1,157.151,0.768
242,0.621,253707,0.6,-6.349,1,1,80.021,0.485
243,0.542,190307,0.7020000000000001,-4.835,0,1,174.332,0.49200000000000005
244,0.8909999999999999,224253,0.439,-7.994,0,1,77.499,0.622
245,0.7140000000000001,282707,0.821,-7.635,1,1,95.999,0.649
246,0.765,273360,0.6659999999999999,-5.3839999999999995,1,1,87.00200000000001,0.7559999999999999
247,0.764,364133,0.617,-6.005,0,1,97.024,0.835
248,0.64,278773,0.618,-5.955,1,1,129.335,0.518
249,0.5920000000000001,264760,0.77,-3.4019999999999997,1,1,191.692,0.361
250,0.9640000000000001,261880,0.595,-6.8870000000000005,0,1,128.593,0.629
251,0.447,227853,0.6940000000000001,-4.637,0,1,175.868,0.509
252,0.581,275987,0.8270000000000001,-4.566,1,1,174.013,0.5489999999999999
253,0.451,227960,0.55,-8.137,1,1,80.001,0.594
254,0.86,249307,0.467,-9.434,0,1,99.961,0.385
255,0.611,253000,0.6890000000000001,-4.976,1,1,144.998,0.7040000000000001
256,0.87,253707,0.591,-6.322,1,1,80.018,0.539
257,0.74,222653,0.722,-2.149,1,1,140.139,0.841
258,0.762,225373,0.6609999999999999,-6.075,0,1,130.009,0.769
259,0.675,238800,0.39399999999999996,-8.539,1,1,104.98700000000001,0.405
260,0.802,269973,0.6890000000000001,-6.263999999999999,1,1,144.096,0.838
261,0.405,280680,0.721,-6.97,1,1,92.855,0.816
262,0.922,255120,0.8809999999999999,-3.239,0,1,120.999,0.972
263,0.773,257000,0.7240000000000001,-5.731,1,1,131.092,0.821
264,0.8370000000000001,332800,0.578,-4.696000000000001,0,1,138.043,0.922
265,0.426,193213,0.584,-5.292999999999999,1,1,193.437,0.272
266,0.7290000000000001,281827,0.792,-3.137,1,1,157.993,0.698
267,0.5770000000000001,257120,0.6679999999999999,-4.8839999999999995,1,1,60.708999999999996,0.7020000000000001
268,0.444,255413,0.708,-5.926,0,1,105.412,0.26
269,0.5710000000000001,230613,0.613,-6.836,1,1,83.31700000000001,0.583
270,0.867,274227,0.7809999999999999,-4.459,1,1,166.797,0.665
271,0.784,264920,0.568,-6.861000000000001,1,1,101.005,0.69
272,0.858,202720,0.484,-7.4479999999999995,0,1,99.992,0.32899999999999996
273,0.9329999999999999,179160,0.513,-13.203,1,1,102.01700000000001,0.595
274,0.675,260600,0.501,-6.183,1,1,139.861,0.532
275,0.71,254867,0.653,-8.305,1,1,94.007,0.943
276,0.562,265533,0.594,-4.578,0,1,62.876000000000005,0.423
277,0.9470000000000001,180493,0.883,-6.306,0,1,100.00399999999999,0.56
278,0.9,223573,0.733,-7.178,1,1,98.06200000000001,0.679
279,0.7,233867,0.529,-6.816,0,1,143.555,0.386
280,0.6990000000000001,207187,0.5920000000000001,-8.298,1,1,94.93299999999999,0.589
281,0.622,220853,0.503,-6.417000000000001,1,1,93.984,0.58
282,0.8079999999999999,266840,0.545,-5.728,0,1,109.96,0.8220000000000001
283,0.597,228267,0.638,-5.853,0,1,121.40299999999999,0.5
284,0.604,227667,0.8079999999999999,-5.805,0,1,193.894,0.688
285,0.8140000000000001,230973,0.494,-7.167000000000001,1,1,128.083,0.607
286,0.763,238827,0.7290000000000001,-4.677,1,1,108.99,0.8590000000000001
287,0.657,255440,0.515,-6.318,1,1,139.982,0.307
288,0.748,203867,0.688,-7.142,0,1,100.08200000000001,0.863
289,0.705,255093,0.5720000000000001,-5.603,0,1,129.999,0.653
290,0.8640000000000001,257813,0.607,-4.891,0,1,82.04799999999999,0.747
291,0.595,233227,0.639,-3.159,1,1,95.912,0.7
292,0.6559999999999999,283533,0.7240000000000001,-5.465,0,1,185.748,0.62
293,0.6459999999999999,223973,0.6,-6.569,1,1,192.082,0.8109999999999999
294,0.7509999999999999,265227,0.836,-5.676,1,1,90.846,0.67
295,0.847,254307,0.884,-3.326,1,1,99.036,0.845
296,0.741,265973,0.8590000000000001,-2.2230000000000003,1,1,109.905,0.611
297,0.732,175560,0.7929999999999999,-7.053,1,1,95.91799999999999,0.821
298,0.813,220960,0.6890000000000001,-5.4270000000000005,1,1,90.288,0.941
299,0.701,239027,0.75,-3.1910000000000003,0,1,82.531,0.515
300,0.9,236733,0.632,-6.183,0,1,94.06200000000001,0.875
301,0.5379999999999999,214200,0.677,-6.099,1,1,132.346,0.9129999999999999
302,0.768,282067,0.867,-3.6519999999999997,0,1,96.431,0.5589999999999999
303,0.792,212293,0.6609999999999999,-8.211,0,1,93.005,0.297
304,0.763,267507,0.629,-8.66,0,1,142.149,0.7090000000000001
305,0.575,204040,0.684,-6.007000000000001,1,1,172.155,0.9259999999999999
306,0.8540000000000001,243733,0.5429999999999999,-6.166,0,1,103.03200000000001,0.868
307,0.525,337640,0.652,-7.042000000000001,0,1,127.67299999999999,0.602
308,0.912,231800,0.511,-6.365,1,1,101.62799999999999,0.611
309,0.6729999999999999,232000,0.6829999999999999,-5.693,1,1,171.86,0.713
310,0.7609999999999999,193387,0.7240000000000001,-3.818,1,1,149.936,0.815
311,0.838,240040,0.594,-5.695,0,1,90.038,0.507
312,0.782,262773,0.47200000000000003,-5.016,0,1,75.88600000000001,0.354
313,0.731,254533,0.644,-5.348,1,1,129.94,0.691
314,0.7040000000000001,242587,0.8540000000000001,-5.477,0,1,92.988,0.688
315,0.573,259720,0.7120000000000001,-5.976,1,1,140.012,0.34600000000000003
316,0.662,252120,0.693,-4.298,1,1,86.009,0.655
317,0.652,207507,0.551,-6.2989999999999995,1,1,79.995,0.37200000000000005
318,0.732,288133,0.659,-6.0889999999999995,1,1,148.001,0.575
319,0.593,326187,0.883,-4.781000000000001,1,1,155.171,0.6709999999999999
320,0.937,212360,0.738,-5.301,0,1,118.994,0.9109999999999999
321,0.68,249533,0.687,-6.162000000000001,0,1,150.053,0.467
322,0.375,338853,0.862,-3.363,0,1,159.841,0.478
323,0.7290000000000001,250667,0.6579999999999999,-3.386,0,1,140.043,0.551
324,0.42700000000000005,257760,0.861,-4.874,1,1,161.776,0.581
325,0.79,211000,0.647,-5.983,0,1,87.999,0.654
326,0.615,221253,0.711,-5.507000000000001,1,1,144.036,0.711
327,0.8109999999999999,246600,0.757,-6.447,1,1,130.993,0.565
328,0.8390000000000001,239987,0.804,-2.513,1,1,122.973,0.888
329,0.9059999999999999,292373,0.584,-7.72,0,1,129.055,0.831
330,0.713,299747,0.746,-4.99,1,1,135.02100000000002,0.47
331,0.675,226507,0.545,-5.614,0,1,60.048,0.445
332,0.466,264373,0.759,-4.978,0,1,160.033,0.32799999999999996
333,0.845,242013,0.601,-5.2829999999999995,1,1,74.008,0.32899999999999996
334,0.951,218573,0.6,-4.675,0,1,125.04,0.8220000000000001
335,0.619,219773,0.87,-4.956,1,1,188.77200000000002,0.94
336,0.64,252653,0.62,-5.931,1,1,129.37,0.609
337,0.627,216813,0.723,-6.782,1,1,84.848,0.757
338,0.5429999999999999,206333,0.7070000000000001,-3.1069999999999998,0,1,150.336,0.491
339,0.723,261027,0.644,-6.8629999999999995,0,1,144.09,0.645
340,0.888,241840,0.5770000000000001,-7.702000000000001,0,1,84.00299999999999,0.609
341,0.63,190533,0.695,-5.007,0,1,175.896,0.40299999999999997
342,0.7240000000000001,207547,0.87,-3.614,0,1,93.01,0.81
343,0.855,221573,0.659,-3.4410000000000003,0,1,102.06700000000001,0.731
344,0.789,231573,0.55,-7.422999999999999,0,1,172.049,0.696
345,0.41200000000000003,186827,0.5670000000000001,-7.1,0,1,174.519,0.42200000000000004
346,0.502,254093,0.652,-7.224,1,1,136.04,0.649
347,0.742,242200,0.46799999999999997,-5.557,0,1,86.443,0.369
348,0.9209999999999999,161507,0.882,-2.464,0,1,95.288,0.326
349,0.596,223187,0.54,-6.723,0,1,188.003,0.579
350,0.653,238160,0.563,-5.756,1,1,77.928,0.815
351,0.644,253933,0.518,-10.02,1,1,169.799,0.46399999999999997
352,0.763,369320,0.703,-4.69,1,1,108.963,0.42700000000000005
353,0.8140000000000001,268005,0.779,-3.2710000000000004,1,1,93.43,0.544
354,0.536,288387,0.7120000000000001,-6.939,1,1,130.18,0.456
355,0.762,170933,0.324,-7.447,0,1,209.81900000000002,0.48200000000000004
356,0.8590000000000001,261773,0.654,-6.3260000000000005,1,1,94.00399999999999,0.897
357,0.75,263507,0.391,-7.087000000000001,0,1,146.191,0.711
358,0.812,238333,0.721,-5.084,1,1,94.939,0.772
359,0.7070000000000001,236747,0.451,-10.38,1,1,73.209,0.616
360,0.584,233053,0.682,-9.597000000000001,0,1,105.17,0.722
361,0.569,217347,0.596,-6.486000000000001,1,1,93.134,0.757
362,0.664,284160,0.465,-9.711,0,1,127.932,0.281
363,0.489,267160,0.757,-4.062,0,1,168.00400000000002,0.5670000000000001
364,0.7170000000000001,257427,0.449,-9.687999999999999,0,1,108.802,0.611
365,0.358,327693,0.541,-4.237,0,1,85.595,0.409
366,0.5379999999999999,232880,0.728,-3.6630000000000003,0,1,78.42699999999999,0.43700000000000006
367,0.6679999999999999,221373,0.7240000000000001,-5.952999999999999,1,1,148.52200000000002,0.318
368,0.63,253840,0.726,-5.372000000000001,1,1,133.317,0.327
369,0.8140000000000001,295360,0.85,-6.112,1,1,184.58700000000002,0.7170000000000001
370,0.768,282067,0.867,-3.6519999999999997,0,1,96.431,0.5589999999999999
371,0.6709999999999999,198293,0.763,-4.071000000000001,1,1,91.986,0.48100000000000004
372,0.7829999999999999,214560,0.718,-6.484,1,1,98.976,0.815
373,0.586,261320,0.619,-6.1160000000000005,1,1,120.125,0.326
374,0.727,284733,0.7290000000000001,-2.99,1,1,117.932,0.512
375,0.828,469200,0.586,-6.274,1,1,97.01,0.802
376,0.7440000000000001,234707,0.406,-6.377999999999999,0,1,89.94200000000001,0.725
377,0.721,228933,0.621,-4.378,1,1,159.967,0.568
378,0.72,263413,0.48,-7.888999999999999,1,1,127.993,0.67
379,0.835,274387,0.757,-5.029,0,1,82.038,0.626
380,0.6759999999999999,255333,0.512,-4.18,1,1,116.69,0.33299999999999996
381,0.877,198217,0.8390000000000001,-3.988,1,1,71.977,0.9259999999999999
382,0.693,278800,0.88,-3.228,0,1,88.088,0.397
383,0.9309999999999999,216000,0.486,-10.558,1,1,120.02600000000001,0.8959999999999999
